id,title,overview,genres,keywords,cast,director,vote_average,vote_count,popularity,decade,language,collection,poster_url
110972,Pie in the Sky,Pie in the Sky is a 1996 American romantic comedy film about a young man obsessed with traffic gridlock who falls in love with an avant-garde dancer.,"['Comedy', 'Romance']",[],"['Josh Charles', 'Anne Heche', 'John Goodman', 'Christine Lahti', 'Christine Ebersole']",Bryan Gordon,7.0,2.0,0.699066,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/6KO5jsPOr80J8PkKXPE8fym5I2R.jpg
32622,Angela,"A ten year old girl named Angela leads her six year old sister, Ellie, through various regimens of 'purification' in an attempt to rid themselves of their evil, which she believes to be the cause of their mother's mental illness. Precocious, to say the least, Angela has visions of Lucifer coming to take her and her sister away, and one of her remedies for this is for them to remain within a circle of their dolls and toys until they see a vision of the virgin Mary come to them. But such thinking can only lead to an ending befitting of her own mental state.","['Comedy', 'Drama']","['independent film', 'woman director']","['Miranda Rhyne', 'Charlotte Eve Blythe', 'Anna Levine', 'John Ventimiglia', 'Io Tillett Wright']",Rebecca Miller,5.6,9.0,2.197439,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/dw5RWgSSDV5h3ZKS0oSzPe6A26p.jpg
73067,Frankie Starlight,The quirky story of a young boy's adventures growing up with his stunningly beautiful mother and the two very different men who love her.,"['Drama', 'Romance', 'War']","['boy', 'writer', 'ireland', 'flashback', 'troop ship']","['Matt Dillon', 'Corban Walker', 'Gabriel Byrne', 'Anne Parillaud', 'Niall Toibin']",Michael Lindsay-Hogg,5.4,4.0,0.637554,decade_1990s,lang_it,,https://image.tmdb.org/t/p/w500/1cPX7MWnEYG21tSdEpWlFygZUwY.jpg
11863,Jade,"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.","['Action', 'Thriller', 'Mystery', 'Romance']","['callgirl', 'san francisco', 'investigation', 'murder']","['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri', 'Michael Biehn', 'Richard Crenna']",William Friedkin,5.1,45.0,11.418917,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg
9101,Down Periscope,"Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record. But Admiral Graham, his nemesis, assigns Dodge to the Stingray, a submarine that can barely keep afloat. To add insult to injury, the Stingray is to be the enemy flagship in the upcoming war games … and to make matters even worse, Dodge's crew is a band of idiots even more incompetent that he is!",['Comedy'],"['submarine', 'u.s. navy', 'misfit']","['Kelsey Grammer', 'Lauren Holly', 'Rob Schneider', 'Harry Dean Stanton', 'Bruce Dern']",David S. Ward,5.6,110.0,5.184977,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/q6JEjedx4LoZRig8U1R5sJqBfti.jpg
5757,Man of the Year,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?",['Comedy'],"['homosexuality', 'independent film', 'mockumentary']","['Dirk Shafer', 'Mary Stein', 'Claudette Sutherland', 'Cal Bartlett', 'Vivian Paxton']",Dirk Shafer,3.8,2.0,0.540436,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/nKYRDhGlbvQpXJnyMm7fcFDtm6P.jpg
9302,Up Close & Personal,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...","['Drama', 'Romance']","['skab under tv', 'foran', 'nederste hylde']","['Robert Redford', 'Michelle Pfeiffer', 'Stockard Channing', 'Joe Mantegna', 'Kate Nelligan']",Jon Avnet,5.9,51.0,3.402749,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg
11000,The Birdcage,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.,['Comedy'],"['gay', 'drag queen', 'homophobia', 'florida', 'coming out', 'senator', 'politician', 'lgbt', 'crossdressing', '1990s']","['Robin Williams', 'Gene Hackman', 'Nathan Lane', 'Dianne Wiest', 'Grant Heslov']",Mike Nichols,6.7,303.0,6.49968,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg
16388,The Brothers McMullen,"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values — love, sex, marriage, religion and family — in the 1990s. Directed, written, produced by and starring Edward Burns.","['Comedy', 'Drama', 'Romance']","['love', 'independent film', 'best friend', 'true love', 'irish catholic']","['Shari Albert', 'Maxine Bahns', 'Catharine Bolz', 'Connie Britton', 'Edward Burns']",Edward Burns,6.3,23.0,2.039196,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg
9737,Bad Boys,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.","['Action', 'Comedy', 'Crime', 'Thriller']","['miami', 'detective', 'handcuffs', 'airport', 'mexican standoff', 'strip club', 'witness protection', 'car crash', 'internal affairs', 'gunfight', 'explosion', 'brutality', 'foot chase', 'car chase', 'drug lord', 'hangar', 'loose cannon', 'bust', 'reference to skittles', 'black cop', 'badge', 'action hero', 'corrupt cop']","['Will Smith', 'Martin Lawrence', 'Téa Leoni', 'Tchéky Karyo', 'Joe Pantoliano']",Michael Bay,6.5,1729.0,9.262184,decade_1990s,lang_en,Bad Boys Collection,https://image.tmdb.org/t/p/w500/1dKsSfpAqWSc5UJT9VIqK5JVFI5.jpg
30765,The Amazing Panda Adventure,"Far from home in the lush bamboo forests of China, ten-year-old Ryan Tyler, with the help of a young girl, goes on a wonderful journey to rescue a baby panda taken by poachers.","['Action', 'Adventure', 'Drama', 'Family']","['china', 'panda', 'poacher']","['Stephen Lang', 'Ryan Slater', 'Yi Ding', 'Brian Wagner', 'Isabella Hofmann']",Christopher Cain,5.0,31.0,2.375865,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/1yB7ryvYqKrNTnWcx3C31RdUgL1.jpg
10474,The Basketball Diaries,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,"['Drama', 'Crime']","['sport', 'basketball', 'addiction', 'friends', 'drug']","['Leonardo DiCaprio', 'Lorraine Bracco', 'James Madio', 'Mark Wahlberg', 'Bruno Kirby']",Scott Kalvert,7.2,472.0,7.415144,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg
22279,An Awfully Big Adventure,"An Awfully Big Adventure is a 1995 drama film about a theatre company in Liverpool, set in 1947 and based on the 1989 novel of the same name by Beryl Bainbridge.","['Romance', 'Drama', 'Comedy']","['england', 'based on novel', 'liverpool', 'theatre company', '1940s']","['Alan Rickman', 'Hugh Grant', 'Georgina Cates', 'Rita Tushingham', 'Alun Armstrong']",Mike Newell,6.0,11.0,0.922958,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/e8YzXziAXKIqnWJbLI6OzbdkGYD.jpg
30157,Amateur,"A man wakes up in an alley, bleeding and with no memory of who he is. He stumbles into a coffee shop and is befriended by a charitable ex-nun who is failing in her attempts to write marketable pornography.","['Crime', 'Comedy', 'Drama', 'Thriller']",['independent film'],"['Isabelle Huppert', 'Martin Donovan', 'Elina Löwensohn', 'Damian Young', 'Chuck Montgomery']",Hal Hartley,6.5,21.0,1.759012,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/lZHBvDFavIfOx8gD4iqY701jF98.jpg
568,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",['Drama'],"['moon', 'florida', 'nasa', 'spaceman', 'race against time', 'houston', 'based on true story', 'space', 'rescue', 'survival', 'disaster', 'explosion', 'astronaut', 'imax', 'saturn v rocket', 'courage', 'hypothermia', 'apollo program', 'cape kennedy', 'lunar mission', 'spacecraft accident']","['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise', 'Ed Harris']",Ron Howard,7.3,1637.0,18.761467,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg
11780,Rob Roy,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",['Adventure'],"['scotland', 'biography', '18th century', 'highlands', 'violent man']","['Liam Neeson', 'Jessica Lange', 'John Hurt', 'Tim Roth', 'Eric Stoltz']",Michael Caton-Jones,6.5,151.0,10.193549,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg
34996,The Addiction,A vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood.,"['Drama', 'Horror']","['new york', 'philosophy', 'vampire', 'blood', 'student', 'violence']","['Lili Taylor', 'Christopher Walken', 'Annabella Sciorra', 'Edie Falco', 'Michael Imperioli']",Abel Ferrara,6.4,46.0,3.137285,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/ej0gD547grj5QMoKuzqKyHuc3Xi.jpg
414,Batman Forever,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.","['Action', 'Crime', 'Fantasy']","['riddle', 'dc comics', 'rose', 'gotham city', 'partner', 'superhero', 'robin', 'broken neck', 'psychologist', 'violence', 'criminal', 'district attorney', 'millionaire', 'falling down stairs', 'tied up', 'tommy gun', 'beretta', 'knocked out', 'super powers', 'disfigurement', 'father figure']","['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey', 'Nicole Kidman', ""Chris O'Donnell""]",Joel Schumacher,5.2,1529.0,13.321354,decade_1990s,lang_en,Batman Collection,https://image.tmdb.org/t/p/w500/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg
649,Belle de Jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.","['Drama', 'Romance']","['prostitute', 'adultery', 'double life', 'dual identity', 'jealousy', 'wife husband relationship', 'brothel', 'dream', ""women's sexual identity"", 'fantasy', 'masochism', 'independent film']","['Catherine Deneuve', 'Michel Piccoli', 'Jean Sorel', 'Geneviève Page', 'Pierre Clémenti']",Luis Buñuel,7.3,163.0,10.142662,decade_1960s,lang_fr,,https://image.tmdb.org/t/p/w500/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg
1873,Beyond Rangoon,"Patricia Arquette stars as American widow Laura Bowman, a young doctor who's unwittingly drawn into political turmoil while vacationing in Burma in the late 1980s, in this fictionalized drama based on actual events. Bowman initially left San Francisco with her sister (Frances McDormand) in an attempt to escape painful memories of her husband and son's violent deaths. But her fight to escape to Thailand could prove just as harrowing.","['Drama', 'Thriller']","['burma', 'rangoon', 'doctor']","['Patricia Arquette', 'Frances McDormand', 'U Aung Ko', 'Spalding Gray', 'Tiara Jacquelina']",John Boorman,6.4,21.0,2.04189,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/5CQgpLITPo33AEN1jULsyiHxSDJ.jpg
5894,Blue in the Face,"Auggie runs a small tobacco shop in Brooklyn, New York. The whole neighborhood comes to visit him to buy cigarettes and have some small talk. During the movie Lou Reed tries to explain why he has to have a cut on his health insurance bill if he keeps smoking and Madonna acts as a Singing Telegram.",['Comedy'],"['smoking', 'corner shop', 'cigarette', 'tobacco', 'cigar', 'independent film']","['Harvey Keitel', 'Lou Reed', 'Michael J. Fox', 'Roseanne Barr', 'Lily Tomlin']",Paul Auster,6.8,28.0,11.528147,decade_1990s,lang_en,Brooklyn Cigar Store Collection,https://image.tmdb.org/t/p/w500/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg
1775,Canadian Bacon,Canadian Bacon is the only fictitious film from Director Michael Moore. This comedy is about an American president who decides to go to war to bring the public’s opinion of him up during election time. Canadian Bacon is actor John Candy’s last film.,"['Action', 'Comedy']",[],"['John Candy', 'Alan Alda', 'Rhea Perlman', 'Kevin Pollak', 'Rip Torn']",Michael Moore,5.9,57.0,5.391556,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/qnKARYBofUzHkBY8x9GWSNSoota.jpg
8839,Casper,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.","['Fantasy', 'Comedy', 'Family']","['halloween', 'friendship', 'supernatural', 'afterlife', 'friends', 'danger', 'ghost', 'disorder', 'young heroes', 'imaginary', 'supernatural ability', 'mischievous children']","['Christina Ricci', 'Bill Pullman', 'Cathy Moriarty', 'Eric Idle', 'Joe Nipote']",Brad Silberling,6.0,1045.0,12.812539,decade_1990s,lang_en,Casper Collection,https://image.tmdb.org/t/p/w500/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg
20649,Clockers,"Strike is a young city drug pusher under the tutelage of drug-lord Rodney Little.When a night man at a fast-food restaurant is found with four bullets in his body, Strike's older brother turns himself in as the killer. Det. Rocco Klein doesn't buy the story, however, and sets out to find the truth, and it seems that all the fingers point toward Strike &amp; Rodney.","['Mystery', 'Crime', 'Drama']","['drug pusher', 'train', 'drug', 'drug lord']","['Harvey Keitel', 'John Turturro', 'Delroy Lindo', 'Mekhi Phifer', 'Isaiah Washington']",Spike Lee,6.8,69.0,4.558992,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/ugGhvQoGBrefqmkeBvBgT4YVCRk.jpg
10329,Congo,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.","['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']","['gorilla', 'kongo', 'diamond mine', 'diamond']","['Laura Linney', 'Dylan Walsh', 'Ernie Hudson', 'Tim Curry', 'Grant Heslov']",Frank Marshall,5.0,214.0,7.260574,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg
8963,Crimson Tide,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.","['Action', 'Thriller', 'Drama']","['submarine', 'mutiny', 'russia', 'missile', 'nuclear missile', 'embassy', 'u.s. navy', 'battle for power', 'torpedo', 'military', 'moral dilemma', 'post cold war', 'aircraft carrier', 'chain of command', 'launch code', 'sonar']","['Denzel Washington', 'Gene Hackman', 'Matt Craven', 'George Dzundza', 'Viggo Mortensen']",Tony Scott,7.0,508.0,8.657365,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/oDJyDX11HW4j565vUjmFagKxDTQ.jpg
26564,Crumb,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.",['Documentary'],"['underground', 'biography', 'art']","['Robert Crumb', 'Aline Kominsky', 'Charles Crumb', 'Maxon Crumb', 'Martin Muller']",Terry Zwigoff,7.6,71.0,3.620388,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg
8068,Desperado,A gunslinger is embroiled in a war with a local drug runner.,"['Thriller', 'Action', 'Crime']","['gunslinger', 'anti terror', 'ambush', 'mexico', 'showdown', 'guitar', 'nudity', 'hitman', 'bartender', 'revenge', 'tragic hero', 'shootout', 'mariachi', 'explosion', 'extreme violence', 'brutality', 'drug lord', 'leg brace', 'concealed weapon', 'flashback', 'bookstore']","['Antonio Banderas', 'Salma Hayek', 'Joaquim de Almeida', 'Cheech Marin', 'Steve Buscemi']",Robert Rodriguez,6.8,898.0,6.950458,decade_1990s,lang_en,Mexico Trilogy,https://image.tmdb.org/t/p/w500/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg
8512,Devil in a Blue Dress,"In late 1940s Los Angeles, Easy Rawlins is an unemployed black World War II veteran with few job prospects. At a bar, Easy meets DeWitt Albright, a mysterious white man looking for someone to investigate the disappearance of a missing white woman named Daphne Monet, who he suspects is hiding out in one of the city's black jazz clubs. Strapped for money and facing house payments, Easy takes the job, but soon finds himself in over his head.","['Drama', 'Mystery', 'Thriller']","['jazz club', 'murder', 'los angeles', 'private detective', 'film noir', 'neo-noir']","['Denzel Washington', 'Tom Sizemore', 'Jennifer Beals', 'Don Cheadle', 'Maury Chaykin']",Carl Franklin,6.3,88.0,4.646132,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg
1572,Die Hard: With a Vengeance,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.","['Action', 'Thriller']","['bomb', 'taxi', 'riddle', 'robbery', 'detective', 'helicopter', 'gold', 'subway', 'ship', 'fistfight', 'police', 'sequel', 'deception', 'shootout', 'new york city', 'explosion', 'violence', 'car chase', 'fbi agent', 'simon says', 'flashback', 'dump truck', 'aqueduct', 'action hero', 'federal reserve bank']","['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson', 'Graham Greene', 'Colleen Camp']",John McTiernan,6.9,2094.0,15.138855,decade_1990s,lang_en,Die Hard Collection,https://image.tmdb.org/t/p/w500/ivpXGcsPZglyYrN65THWSD7JM3q.jpg
13552,The Doom Generation,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex and violence-filled journey through an America of psychos and quickiemarts.","['Action', 'Comedy', 'Crime', 'Drama']","['sex', 'eroticism', 'nudity', 'nazis', 'suspense', 'drifter', 'voyeur']","['Rose McGowan', 'James Duval', 'Johnathon Schaech', 'Cress Williams', 'Dustin Nguyen']",Gregg Araki,5.6,57.0,7.120806,decade_1990s,lang_en,Teenage Apocalypse Trilogy,https://image.tmdb.org/t/p/w500/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg
259209,Feast of July,"After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result.","['Drama', 'Crime']",[],"['Embeth Davidtz', 'Tom Bell', 'Gemma Jones', 'James Purefoy', 'Ben Chaplin']",Christopher Menaul,0.0,0.0,0.523575,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/ntXzazC3ZaWy9GjkFzZGtJFLCZp.jpg
6520,First Knight,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.","['Action', 'Adventure', 'Drama', 'Romance']","['camelot', 'knight', 'king arthur', 'excalibur', 'knights of the round table']","['Sean Connery', 'Richard Gere', 'Julia Ormond', 'Ben Cross', 'Liam Cunningham']",Jerry Zucker,5.9,319.0,15.178338,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg
9073,Free Willy 2 - The Adventure Home,Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,['Adventure'],"['human animal relationship', 'whale', 'killer whale']","['Jason James Richter', 'Michael Madsen', 'Jayne Atkinson', 'August Schellenberg', 'Mary Kate Schellhardt']",Dwight H. Little,5.5,130.0,7.575098,decade_1990s,lang_en,Free Willy Collection,https://image.tmdb.org/t/p/w500/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg
10428,Hackers,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.","['Action', 'Crime', 'Thriller', 'Drama']","['female nudity', 'hacker', 'nudity', 'computer virus', 'virtual reality', 'computer', 'sexual fantasy', 'prank', 'internet', 'cyberpunk', 'teenager', 'new york city', 'secret service', 'computer hacker', 'dream sequence']","['Jonny Lee Miller', 'Angelina Jolie', 'Jesse Bradford', 'Matthew Lillard', 'Renoly Santiago']",Iain Softley,6.2,406.0,14.810519,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/uu62T87qkLkapeuu7ArlnQ6tAap.jpg
17447,Jeffrey,"Jeffery, a young gay man in New York, decides that sex is too much and decided to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth the danger of a boyfriend dying.","['Comedy', 'Drama', 'Romance']","['gay', 'aids', 'based on play or musical', 'hiv positive']","['Steven Weber', 'Patrick Stewart', 'Michael T. Weiss', 'Sigourney Weaver', 'Christine Baranski']",Christopher Ashley,6.5,19.0,3.196456,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/mdQd6vgt2sr8gCIVUucwxus29j1.jpg
9886,Johnny Mnemonic,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.  In a dystopian 2021, Johnny (Keanu Reeves) is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits - and will kill him if the data is not removed in time - but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.","['Adventure', 'Action', 'Drama', 'Science Fiction', 'Thriller']","['brain', 'childhood memory', 'dystopia', 'pharmaceutical industry', 'computer chip', 'courier', 'cyber', 'cyberpunk']","['Keanu Reeves', 'Dina Meyer', 'Takeshi Kitano', 'Ice-T', 'Dolph Lundgren']",Robert Longo,5.5,380.0,11.715868,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg
9482,Judge Dredd,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",['Science Fiction'],"['judge', 'post-apocalyptic', 'dystopia', 'based on comic', 'police officer', 'based on graphic novel', 'frame up', 'dystopic future', 'framed for murder', 'gene', 'prosthetic limb', 'post holocaust', 'dna testing', 'dredd', '2000 ad']","['Sylvester Stallone', 'Diane Lane', 'Armand Assante', 'Rob Schneider', 'Jürgen Prochnow']",Danny Cannon,5.4,643.0,8.184815,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg
19326,Jury Duty,"When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does everything he can to prolong the trial and deliberations and make the sequestration more comfortable for himself.","['Comedy', 'Drama']","['stripper', 'jury', 'jurist', 'independent film', 'jury duty', 'verdict']","['Pauly Shore', 'Tia Carrere', 'Stanley Tucci', 'Brian Doyle-Murray', 'Abe Vigoda']",John Fortenberry,4.0,34.0,3.676921,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/fOKuWVHR2M4xPjRwYl0bLHsdRHu.jpg
9344,Kids,"A controversial portrayal of teens in New York City which exposes a deeply disturbing world of sex and substance abuse. The film focuses on a sexually reckless, freckle-faced boy named Telly, whose goal is to have sex with as many different girls as he can. When Jenny, a girl who has had sex only once, tests positive for HIV, she knows she contracted the disease from Telly. When Jenny discovers that Telly's idea of ""safe sex"" is to only have sex with virgins, and is continuing to pass the disease onto other unsuspecting girls, Jenny makes it her business to try to stop him.","['Drama', 'Crime']","['puberty', 'first time']","['Leo Fitzpatrick', 'Rosario Dawson', 'Chloë Sevigny', 'Justin Pierce', 'Sajan Bhagat']",Larry Clark,6.8,280.0,4.877872,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/gMuV7ORN8rRfQPMImby8KRGihO2.jpg
9071,Living in Oblivion,Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.,"['Drama', 'Comedy']","['cinema', 'independent film', 'filmmaker']","['Steve Buscemi', 'Catherine Keener', 'Dermot Mulroney', 'James Le Gros', 'Peter Dinklage']",Tom DiCillo,7.2,64.0,10.058329,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/sWWb7tX3eEX7M0B7t89Gh9rDctX.jpg
8973,Lord of Illusions,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult who are preparing for the resurrection of their leader Nix, a powerful magician who was killed 13 years earlier.","['Mystery', 'Horror', 'Thriller']","['fanatic', 'supernatural', 'wizardry', 'resurrection', 'sect', 'occultism']","['Scott Bakula', ""Kevin J. O'Connor"", 'Famke Janssen', 'Joel Swetow', 'Daniel von Bargen']",Clive Barker,5.9,87.0,4.102409,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/9pwdoUes8V8ntTetsKtv2ThGeIm.jpg
15730,Love & Human Remains,"Dreary urban landscape of an anonymous Canadian city. Dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film focuses on roommates David, a gay waiter who has has given up on his acting career, and Candy, a book reviewer who is also David's ex-lover. David and Candy's lives are entangled with those of David's friends and Candy's dates.","['Comedy', 'Drama']",[],"['Thomas Gibson', 'Ruth Marshall', 'Cameron Bancroft', 'Mia Kirshner', 'Joanne Vannicola']",Denys Arcand,7.0,7.0,0.354014,decade_1990s,lang_en,,https://image.tmdb.org/t/p/w500/wuCyRk9eult77MXmRnE9gkSjUnt.jpg
